NIVEL	CONTENIDO	TAGS	URL
2.7.1	Estadística Descriptiva	[IPN,UAM A2,UAM A3,EXANI II MOD14,BUAP,PAA,USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
2.7.1.1	Tablas de frecuencias y representaciones gráficas (barras,histogramas,circulares).	[IPN,UAM A2,UAM A3,EXANI II MOD14,BUAP,PAA,USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
2.7.1.2	Medidas de tendencia central: media,mediana,moda.	[IPN,UAM A2,UAM A3,EXANI II MOD14,BUAP,PAA,USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
2.7.1.3	Medidas de dispersión: rango,varianza,desviación estándar.	[IPN,UAM A2,UAM A3,EXANI II MOD14,BUAP,PAA,USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
2.7.1.4	Medidas de posición: deciles,cuartiles,percentiles.	[IPN,EXANI II MOD14,USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
2.7.2	Probabilidad	[IPN,UAM A2,UAM A3,EXANI II MOD14,BUAP,PAA,USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
2.7.2.1	Conceptos básicos: espacio muestral,eventos,teoría de conjuntos.	[IPN,UAM A2,UAM A3,EXANI II MOD14,BUAP,USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
2.7.2.2	Probabilidad clásica (Laplace) y de eventos simples.	[IPN,UAM A2,UAM A3,EXANI II MOD14,BUAP,PAA,USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
2.7.2.3	Técnicas de conteo (permutaciones,combinaciones).	[IPN,UAM A2,UAM A3,EXANI II MOD14,BUAP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
2.7.2.4	Probabilidad condicional,eventos independientes y Teorema de Bayes.	[IPN,EXANI II MOD14,BUAP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
2.7.2.5	Distribuciones de probabilidad (Binomial,Normal,Poisson).	[EXANI II MOD14]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
2.8	Matemáticas Financieras	[EXANI II MOD12,BUAP A4]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
2.8.1	Fundamentos Financieros	[EXANI II MOD12,BUAP A4]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
2.8.1.1	Porcentajes,descuentos,razones y proporciones financieras.	[EXANI II MOD12,BUAP A4]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
2.8.1.2	Interés simple y compuesto.	[EXANI II MOD12,BUAP A4]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
2.8.1.3	Anualidades,amortización,valor presente y futuro.	[EXANI II MOD12,BUAP A4]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3	Bloque III: Ciencias Experimentales y de la Salud	[UNAM,IPN,UAM,EXANI II MOD09,EXANI II MOD16,EXANI II MOD16,BUAP A1,BUAP A2,USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.1	Física	[UNAM,IPN,UAM A1,UAM A2,EXANI II MOD09,BUAP A1,BUAP A2,USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.1.1	Fundamentos y Medición	[UNAM,IPN,UAM A1,UAM A2,EXANI II MOD09,BUAP A1,BUAP A2,USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.1.1.1	Magnitudes físicas,sistemas de unidades (SI) y conversión.	[UNAM,IPN,UAM A1,UAM A2,EXANI II MOD09,BUAP A1,BUAP A2,USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.1.1.2	Análisis dimensional,notación científica y errores de medición.	[UNAM,IPN,UAM A1,UAM A2,EXANI II MOD09,BUAP A1,BUAP A2,USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.1.1.3	Vectores: características,suma,resta y descomposición.	[UNAM,IPN,UAM A1,UAM A2,EXANI II MOD09,BUAP A1,BUAP A2]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.1.2	Mecánica Clásica	[UNAM,IPN,UAM A1,UAM A2,EXANI II MOD09,BUAP A1,BUAP A2,USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.1.2.1	Cinemática: MRU,MRUA,Caída Libre y Tiro Vertical.	[UNAM,IPN,UAM A1,UAM A2,EXANI II MOD09,BUAP A1,BUAP A2,USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.1.2.2	Movimiento en dos dimensiones: Tiro Parabólico y Movimiento Circular.	[UNAM,IPN,UAM A1,UAM A2,EXANI II MOD09,BUAP A1,BUAP A2]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.1.2.3	Dinámica: Leyes de Newton,Diagrama de Cuerpo Libre,Fricción.	[UNAM,IPN,UAM A1,UAM A2,EXANI II MOD09,BUAP A1,BUAP A2,USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.1.2.4	Estática: Equilibrio de fuerzas y momento de una fuerza (Torque).	[UNAM,IPN,UAM A1,UAM A2,EXANI II MOD09,BUAP A1,BUAP A2]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.1.2.5	Ley de Gravitación Universal y Leyes de Kepler.	[UNAM,IPN,UAM A1,UAM A2,EXANI II MOD09,BUAP A1,BUAP A2]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.1.2.6	Trabajo,Potencia y Energía (Cinética,Potencial,Conservación).	[UNAM,IPN,UAM A1,UAM A2,EXANI II MOD09,BUAP A1,BUAP A2,USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.1.2.7	Impulso y Cantidad de Movimiento (Choques).	[UNAM,IPN A1,EXANI II MOD09]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.1.3	Propiedades de la Materia y Fluidos	[UNAM,IPN,UAM A1,UAM A2,EXANI II MOD09,BUAP A1,BUAP A2,USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.1.3.1	Elasticidad: Ley de Hooke y Módulo de Young.	[UNAM,IPN,UAM A1,UAM A2,EXANI II MOD09,BUAP A1,BUAP A2]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.1.3.2	Hidrostática: Densidad,Presión,Principio de Pascal y Arquímedes.	[UNAM,IPN,UAM A1,UAM A2,EXANI II MOD09,BUAP A1,BUAP A2,USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.1.3.3	Hidrodinámica: Gasto,Ecuación de Continuidad y Bernoulli.	[UNAM,IPN,UAM A1,UAM A2,EXANI II MOD09,BUAP A1,BUAP A2,USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.1.3.4	Tensión superficial y capilaridad.	[UNAM,IPN]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.1.4	Termodinámica	[UNAM,IPN,UAM A1,UAM A2,EXANI II MOD09,BUAP A1,BUAP A2,USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.1.4.1	Temperatura,escalas termométricas y dilatación.	[UNAM,IPN,UAM A1,UAM A2,EXANI II MOD09,BUAP A1,BUAP A2,USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.1.4.2	Calor: capacidad calorífica,calor específico y latente.	[UNAM,IPN,UAM A1,UAM A2,EXANI II MOD09,BUAP A1,BUAP A2,USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.1.4.3	Transmisión de calor (conducción,convección,radiación).	[UNAM,IPN,UAM A1,UAM A2,EXANI II MOD09,BUAP A1,BUAP A2]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.1.4.4	Leyes de la Termodinámica (Cero,1ª y 2ª) y procesos termodinámicos.	[UNAM,IPN,UAM A1,UAM A2,EXANI II MOD09,BUAP A1,BUAP A2,USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.1.4.5	Teoría Cinética de los Gases y Leyes de los Gases ideales.	[UNAM,IPN,UAM A1,UAM A2,EXANI II MOD09,BUAP A1,BUAP A2]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.1.5	Ondas y Óptica	[UNAM,IPN,UAM A1,UAM A2,EXANI II MOD09,BUAP A1,BUAP A2,USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.1.5.1	Movimiento Ondulatorio: características,reflexión,refracción,difracción,interferencia.	[UNAM,IPN,UAM A1,UAM A2,EXANI II MOD09,BUAP A1,BUAP A2,USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.1.5.2	Acústica: sonido,velocidad,Efecto Doppler.	[UNAM,IPN,UAM A1,UAM A2,EXANI II MOD09,BUAP A1,BUAP A2,USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.1.5.3	Óptica Geométrica: reflexión,refracción (Ley de Snell),espejos y lentes.	[UNAM,IPN,UAM A1,UAM A2,EXANI II MOD09,BUAP A1,BUAP A2,USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.1.5.4	Espectro electromagnético y naturaleza de la luz.	[UNAM,IPN,UAM A1,UAM A2,EXANI II MOD09,BUAP A1,BUAP A2]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.1.6	Electricidad y Magnetismo	[UNAM,IPN,UAM A1,UAM A2,EXANI II MOD09,BUAP A1,BUAP A2,USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.1.6.1	Electrostática: Carga,Ley de Coulomb,Campo y Potencial Eléctrico.	[UNAM,IPN,UAM A1,UAM A2,EXANI II MOD09,BUAP A1,BUAP A2,USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.1.6.2	Electrodinámica: Corriente,Resistencia,Ley de Ohm y Circuitos (Serie/Paralelo/Mixto).	[UNAM,IPN,UAM A1,UAM A2,EXANI II MOD09,BUAP A1,BUAP A2,USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.1.6.3	Leyes de Kirchhoff y Potencia eléctrica (Joule).	[UNAM,IPN,UAM A1,UAM A2,EXANI II MOD09,BUAP A1,BUAP A2,USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.1.6.4	Magnetismo: campo magnético,inducción,Leyes de Faraday,Ampere,Lenz.	[UNAM,IPN,UAM A1,UAM A2,EXANI II MOD09,BUAP A1,BUAP A2]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.1.6.5	Capacitancia y condensadores.	[UNAM,IPN,UAM A1,UAM A2,EXANI II MOD09,BUAP A1,BUAP A2]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.1.7	Física Moderna	[UNAM,IPN,EXANI II MOD09]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.1.7.1	Estructura atómica,modelos y dualidad onda-partícula.	[UNAM,IPN]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.1.7.2	Física Nuclear: radiactividad,fisión y fusión.	[UNAM,IPN]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.2	Química	[UNAM,IPN,UAM A1,UAM A2,EXANI II MOD16,BUAP A1,BUAP A2,USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.2.1	Materia y Estructura Atómica	[UNAM,IPN,UAM A1,UAM A2,EXANI II MOD16,BUAP A1,BUAP A2,USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.2.1.1	Sustancias puras,mezclas y métodos de separación.	[UNAM,IPN,UAM A1,UAM A2,EXANI II MOD16,BUAP A1,BUAP A2,USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.2.1.2	Estructura atómica: partículas subatómicas,número atómico y másico,isótopos.	[UNAM,IPN,UAM A1,UAM A2,EXANI II MOD16,BUAP A1,BUAP A2,USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.2.1.3	Configuración electrónica y Números Cuánticos.	[UNAM,IPN,UAM A1,UAM A2,EXANI II MOD16,BUAP A1,BUAP A2,USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.2.1.4	Tabla Periódica: clasificación,familias y propiedades periódicas.	[UNAM,IPN,UAM A1,UAM A2,EXANI II MOD16,BUAP A1,BUAP A2,USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.2.2	Enlaces Químicos y Nomenclatura	[UNAM,IPN,UAM A1,UAM A2,EXANI II MOD16,BUAP A1,BUAP A2,USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.2.2.1	Tipos de enlace: iónico,covalente (polar/no polar),metálico.	[UNAM,IPN,UAM A1,UAM A2,EXANI II MOD16,BUAP A1,BUAP A2,USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.2.2.2	Estructuras de Lewis y Regla del Octeto.	[UNAM,IPN,UAM A1,UAM A2,EXANI II MOD16,BUAP A1,BUAP A2]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.2.2.3	Nomenclatura Inorgánica (IUPAC,Stock,Tradicional): óxidos,ácidos,bases,sales.	[UNAM,IPN,UAM A1,UAM A2,EXANI II MOD16,BUAP A1,BUAP A2,USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.2.3	Reacciones Químicas y Estequiometría	[UNAM,IPN,UAM A1,UAM A2,EXANI II MOD16,BUAP A1,BUAP A2,USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.2.3.1	Tipos de reacciones y balanceo de ecuaciones (tanteo,Redox).	[UNAM,IPN,UAM A1,UAM A2,EXANI II MOD16,BUAP A1,BUAP A2,USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.2.3.2	Concepto de Mol,Masa Molar y Leyes Ponderales.	[UNAM,IPN,UAM A1,UAM A2,EXANI II MOD16,BUAP A1,BUAP A2,USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.2.3.3	Estequiometría: reactivo limitante,rendimiento y pureza.	[UNAM,IPN,UAM A1,UAM A2,EXANI II MOD16]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.2.3.4	Soluciones: concentración (Molaridad,%,ppm) y preparación.	[UNAM,IPN,UAM A1,UAM A2,EXANI II MOD16,BUAP A1,BUAP A2,USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.2.3.5	Ácidos y Bases: teorías,pH,pOH y neutralización.	[UNAM,IPN,UAM A1,UAM A2,EXANI II MOD16,BUAP A1,BUAP A2,USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.2.4	Fisicoquímica (Termo y Electro)	[UNAM,IPN,UAM A1,UAM A2,EXANI II MOD16,BUAP A1,BUAP A2]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.2.4.1	Termoquímica: Entalpía,reacciones exo/endotérmicas,Ley de Hess.	[UNAM,IPN,UAM A1,UAM A2,EXANI II MOD16,BUAP A1,BUAP A2]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.2.4.2	Cinética y Equilibrio Químico (Le Châtelier).	[UNAM,IPN,UAM A1,UAM A2,EXANI II MOD16,BUAP A1,BUAP A2]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.2.4.3	Electroquímica: Celdas galvánicas y electrolíticas.	[UNAM,IPN,UAM A1,UAM A2,EXANI II MOD16,BUAP A1,BUAP A2]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.2.5	Química Orgánica	[UNAM,IPN,UAM A1,UAM A2,EXANI II MOD16,BUAP A1,BUAP A2,USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.2.5.1	El Carbono: hibridación,tipos de cadena e isomería.	[UNAM,IPN,UAM A1,UAM A2,EXANI II MOD16,BUAP A1,BUAP A2]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.2.5.2	Hidrocarburos: Alcanos,Alquenos,Alquinos,Aromáticos (Nomenclatura y reacciones).	[UNAM,IPN,UAM A1,UAM A2,EXANI II MOD16,BUAP A1,BUAP A2,USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.2.5.3	Grupos Funcionales: Alcoholes,Éteres,Aldehídos,Cetonas,Ácidos,Ésteres,Aminas.	[UNAM,IPN,UAM A1,UAM A2,BUAP A1,BUAP A2,USEP,EXANI II MOD16,EXANI II MOD05,EXANI II MOD13]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.2.5.4	Macromoléculas y Polímeros.	[UNAM,IPN,UAM A1,UAM A2,BUAP A1,BUAP A2,USEP,EXANI II MOD16,EXANI II MOD05,EXANI II MOD13]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.2.6	Química y Entorno	[UNAM,IPN,UAM A1,UAM A2,EXANI II MOD16,BUAP A1,BUAP A2,USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.2.6.1	Química del agua,aire (contaminación) y alimentos.	[UNAM,IPN,UAM A1,UAM A2,EXANI II MOD16,BUAP A1,BUAP A2,USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.3	Biología	[UNAM,IPN,UAM A2,EXANI II MOD03,BUAP A1,USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.3.1	Fundamentos de Biología	[UNAM,IPN,UAM A2,EXANI II MOD03,BUAP A1,USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.3.1.1	Niveles de organización de la materia viva.	[UNAM,IPN,UAM A1,UAM A2,BUAP A1,BUAP A2,USEP,EXANI II MOD16,EXANI II MOD05,EXANI II MOD13]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.3.1.2	Características de los seres vivos y método científico en biología.	[UNAM,IPN,UAM A1,UAM A2,BUAP A1,BUAP A2,USEP,EXANI II MOD16,EXANI II MOD05,EXANI II MOD13]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.3.1.3	Biomoléculas: Carbohidratos,Lípidos,Proteínas,Ácidos Nucleicos.	[UNAM,IPN,UAM A1,UAM A2,BUAP A1,BUAP A2,USEP,EXANI II MOD16,EXANI II MOD05,EXANI II MOD13]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.3.1.4	Origen de la vida: Teorías (Quimiosintética,Panspermia,etc.).	[UNAM,IPN,UAM A1,UAM A2,BUAP A1,BUAP A2,USEP,EXANI II MOD16,EXANI II MOD05,EXANI II MOD13]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.3.2	Biología Celular	[UNAM,IPN,UAM A1,UAM A2,BUAP A1,BUAP A2,USEP,EXANI II MOD16,EXANI II MOD05,EXANI II MOD13]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.3.2.1	Teoría Celular y tipos de células (Procariota/Eucariota).	[UNAM,IPN,UAM A1,UAM A2,BUAP A1,BUAP A2,USEP,EXANI II MOD16,EXANI II MOD05,EXANI II MOD13]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.3.2.2	Estructura y función de los organelos celulares.	[UNAM,IPN,UAM A1,UAM A2,BUAP A1,BUAP A2,USEP,EXANI II MOD16,EXANI II MOD05,EXANI II MOD13]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.3.2.3	Transporte celular y membrana.	[UNAM,IPN,UAM A1,UAM A2,BUAP A1,BUAP A2,USEP,EXANI II MOD16,EXANI II MOD05,EXANI II MOD13]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.3.3	Metabolismo y Energía	[UNAM,IPN,UAM A1,UAM A2,BUAP A1,BUAP A2,USEP,EXANI II MOD16,EXANI II MOD05,EXANI II MOD13]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.3.3.1	Anabolismo y Catabolismo (ATP y Enzimas).	[UNAM,IPN,UAM A1,UAM A2,BUAP A1,BUAP A2,USEP,EXANI II MOD16,EXANI II MOD05,EXANI II MOD13]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.3.3.2	Fotosíntesis (Fases e importancia).	[UNAM,IPN,UAM A1,UAM A2,BUAP A1,BUAP A2,USEP,EXANI II MOD16,EXANI II MOD05,EXANI II MOD13]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.3.3.3	Respiración Celular: Aerobia (Glucólisis,Krebs) y Anaerobia (Fermentación).	[UNAM,IPN,UAM A1,UAM A2,BUAP A1,BUAP A2,USEP,EXANI II MOD16,EXANI II MOD05,EXANI II MOD13]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.3.4	Genética y Reproducción	[UNAM,IPN,UAM A1,UAM A2,BUAP A1,BUAP A2,USEP,EXANI II MOD16,EXANI II MOD05,EXANI II MOD13]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.3.4.1	Ciclo Celular: Mitosis y Meiosis.	[UNAM,IPN,UAM A1,UAM A2,BUAP A1,BUAP A2,USEP,EXANI II MOD16,EXANI II MOD05,EXANI II MOD13]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.3.4.2	Reproducción Sexual y Asexual.	[UNAM,IPN,UAM A1,UAM A2,BUAP A1,BUAP A2,USEP,EXANI II MOD16,EXANI II MOD05,EXANI II MOD13]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.3.4.3	Genética Mendeliana y patrones de herencia.	[UNAM,IPN,UAM A1,UAM A2,BUAP A1,BUAP A2,USEP,EXANI II MOD16,EXANI II MOD05,EXANI II MOD13]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.3.4.4	Genética Molecular (ADN,ARN,Síntesis de proteínas) y Mutaciones.	[UNAM,IPN,UAM A1,UAM A2,BUAP A1,BUAP A2,USEP,EXANI II MOD16,EXANI II MOD05,EXANI II MOD13]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.3.4.5	Biotecnología e Ingeniería Genética.	[UNAM,IPN,UAM A1,UAM A2,BUAP A1,BUAP A2,USEP,EXANI II MOD16,EXANI II MOD05,EXANI II MOD13]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.3.5	Evolución y Biodiversidad	[UNAM,IPN,UAM A1,UAM A2,BUAP A1,BUAP A2,USEP,EXANI II MOD16,EXANI II MOD05,EXANI II MOD13]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.3.5.1	Teorías Evolutivas: Lamarck,Darwin-Wallace,Sintética.	[UNAM,IPN,UAM A1,UAM A2,BUAP A1,BUAP A2,USEP,EXANI II MOD16,EXANI II MOD05,EXANI II MOD13]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.3.5.2	Evidencias de la evolución y Especiación.	[UNAM,IPN,UAM A1,UAM A2,BUAP A1,BUAP A2,USEP,EXANI II MOD16,EXANI II MOD05,EXANI II MOD13]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.3.5.3	Taxonomía: Clasificación de los 5 Reinos y 3 Dominios.	[UNAM,IPN,UAM A1,UAM A2,BUAP A1,BUAP A2,USEP,EXANI II MOD16,EXANI II MOD05,EXANI II MOD13]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.3.5.4	Diversidad biológica en México (Megadiverso).	[UNAM,IPN,UAM A2,EXANI II MOD03,BUAP A1,USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.3.6	Ecología	[UNAM,IPN,UAM A2,EXANI II MOD03,BUAP A1,USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.3.6.1	Estructura del ecosistema (factores bióticos/abióticos) y dinámica (cadenas tróficas).	[UNAM,IPN,UAM A2,EXANI II MOD03,BUAP A1,USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.3.6.2	Ciclos Biogeoquímicos (Agua,Carbono,Nitrógeno).	[UNAM,IPN,UAM A2,EXANI II MOD03,BUAP A1,USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.3.6.3	Relaciones interespecíficas e intraespecíficas.	[UNAM,IPN,UAM A2,EXANI II MOD03,BUAP A1]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.3.6.4	Impacto ambiental y contaminación.	[UNAM,IPN,UAM A2,EXANI II MOD03,BUAP A1,USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.4	Ciencias de la Salud y Anatomía Humana	[UNAM,IPN,UAM A1,UAM A2,BUAP A1,BUAP A2,USEP,EXANI II MOD16,EXANI II MOD05,EXANI II MOD13]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.4.1	Salud Pública y Propedéutica	[EXANI II MOD05,EXANI II MOD13,EXANI II MOD05,USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.4.1.1	Proceso Salud-Enfermedad,Triada Ecológica e Historia Natural de la Enfermedad.	[UNAM,IPN,UAM A1,UAM A2,BUAP A1,BUAP A2,USEP,EXANI II MOD16,EXANI II MOD05,EXANI II MOD13]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
